time,percentage,adc,dry_value,wet_value
2024-08-23T23:00:52.116642,96.25,6661,16700,6270
2024-08-24T00:00:10.388589,97.06,6577,16700,6270
2024-08-24T01:00:52.116645,97.2,6562,16700,6270
2024-08-24T02:00:52.116624,97.46,6535,16700,6270
2024-08-24T03:00:52.116597,97.78,6502,16700,6270
2024-08-24T04:00:52.116587,98.04,6474,16700,6270
2024-08-24T05:00:52.120582,97.88,6491,16700,6270
2024-08-24T06:00:52.116613,98.34,6443,16700,6270
2024-08-24T07:00:52.116571,97.77,6503,16700,6270
2024-08-24T08:00:52.116636,98.25,6453,16700,6270
2024-08-24T09:00:52.116634,97.23,6559,16700,6270
2024-08-24T10:00:52.116582,96.17,6669,16700,6270
2024-08-24T11:00:52.116631,95.25,6765,16700,6270
2024-08-24T12:00:52.116668,98.38,6439,16700,6270
2024-08-24T13:00:52.116650,97.6,6520,16700,6270
2024-08-24T14:00:52.116687,96.84,6600,16700,6270
2024-08-24T15:00:52.116678,96.22,6664,16700,6270
2024-08-24T16:00:52.116658,95.95,6692,16700,6270
2024-08-24T17:00:52.116576,95.36,6754,16700,6270
2024-08-24T18:00:52.116601,100.0,6214,16700,6270
2024-08-24T19:00:52.120600,99.94,6276,16700,6270
2024-08-24T20:00:52.120620,100.0,6198,16700,6270
2024-08-24T21:00:52.116612,100.0,6113,16700,6270
2024-08-24T22:00:52.116633,100.0,6048,16700,6270
2024-08-24T23:00:52.116583,100.0,6052,16700,6270
2024-08-25T00:00:10.932914,100.0,6052,16700,6270
2024-08-25T01:00:52.116588,100.0,6017,16700,6270
2024-08-25T02:00:52.116317,100.0,6048,16700,6270
2024-08-25T03:00:52.116675,100.0,6065,16700,6270
2024-08-25T04:00:52.116621,100.0,5979,16700,6270
2024-08-25T05:00:52.116622,100.0,5942,16700,6270
2024-08-25T06:00:52.084563,100.0,5916,16700,6270
2024-08-25T07:00:52.116615,100.0,5887,16700,6270
2024-08-25T08:00:52.116607,100.0,5927,16700,6270
2024-08-25T09:00:52.116632,100.0,5952,16700,6270
2024-08-25T10:00:05.460655,100.0,5978,16700,6270
2024-08-25T11:00:52.116633,100.0,6059,16700,6270
2024-08-25T12:00:52.116645,100.0,6173,16700,6270
2024-08-25T13:00:52.116603,99.85,6286,16700,6270
2024-08-25T14:00:52.116625,99.38,6335,16700,6270
2024-08-25T15:00:52.116606,98.82,6393,16700,6270
2024-08-25T16:00:52.116715,100.0,6249,16700,6270
2024-08-25T17:00:52.116618,99.96,6274,16700,6270
2024-08-25T18:00:52.116593,100.0,6195,16700,6270
2024-08-25T19:00:52.116621,100.0,6169,16700,6270
2024-08-25T20:00:52.116600,100.0,6159,16700,6270
2024-08-25T21:00:52.116607,100.0,6125,16700,6270
2024-08-25T22:00:52.116625,100.0,6014,16700,6270
2024-08-25T23:00:52.116605,100.0,5984,16700,6270
2024-08-26T00:00:12.468568,100.0,5911,16700,6270
2024-08-26T01:00:52.116600,100.0,5875,16700,6270
2024-08-26T02:00:52.116618,100.0,5827,16700,6270
2024-08-26T03:00:52.116652,100.0,5820,16700,6270
2024-08-26T04:00:52.116779,100.0,5783,16700,6270
2024-08-26T05:00:52.116683,100.0,5754,16700,6270
2024-08-26T06:00:52.116622,100.0,5729,16700,6270
2024-08-26T07:00:52.116604,100.0,5737,16700,6270
2024-08-26T08:00:52.116628,100.0,5758,16700,6270
2024-08-26T09:00:52.116564,100.0,5776,16700,6270
2024-08-26T10:00:52.116580,100.0,5864,16700,6270
2024-08-26T11:00:52.116772,100.0,5986,16700,6270
2024-08-26T12:00:52.118129,100.0,6107,16700,6270
2024-08-26T13:00:52.116630,100.0,6183,16700,6270
2024-08-26T14:00:52.116710,100.0,6264,16700,6270
2024-08-26T15:00:52.116662,100.0,6262,16700,6270
2024-08-26T16:00:52.116821,99.37,6336,16700,6270
2024-08-26T17:00:52.116623,98.9,6385,16700,6270
2024-08-26T18:00:52.116640,99.2,6353,16700,6270
2024-08-26T19:00:52.116643,99.19,6354,16700,6270
2024-08-26T20:00:52.116607,99.53,6319,16700,6270
2024-08-26T21:00:52.116737,99.85,6286,16700,6270
2024-08-26T22:00:52.116603,99.9,6280,16700,6270
2024-08-26T23:00:52.116625,100.0,6234,16700,6270
2024-08-27T00:00:12.276639,100.0,6171,16700,6270
2024-08-27T01:00:52.116602,100.0,6136,16700,6270
2024-08-27T02:00:52.116671,100.0,6098,16700,6270
2024-08-27T03:00:52.148721,100.0,6027,16700,6270
2024-08-27T04:00:52.116719,100.0,5973,16700,6270
2024-08-27T05:00:52.116570,100.0,5956,16700,6270
2024-08-27T06:00:52.116640,100.0,5880,16700,6270
2024-08-27T07:00:52.116656,100.0,5886,16700,6270
2024-08-27T08:00:52.116612,100.0,5914,16700,6270
2024-08-27T09:00:52.116681,100.0,6036,16700,6270
2024-08-27T10:00:52.116670,100.0,6219,16700,6270
2024-08-27T11:00:52.116604,98.65,6411,16700,6270
2024-08-27T12:00:52.116571,97.69,6511,16700,6270
2024-08-27T13:00:52.116588,95.46,6744,16700,6270
2024-08-27T14:00:52.116704,94.09,6886,16700,6270
2024-08-27T15:00:52.116557,93.91,6905,16700,6270
2024-08-27T16:00:52.116600,93.98,6898,16700,6270
2024-08-27T17:00:52.116345,94.23,6872,16700,6270
2024-08-27T18:00:52.120435,95.09,6782,16700,6270
2024-08-27T19:00:52.116615,95.47,6742,16700,6270
2024-08-27T20:00:52.116642,95.69,6720,16700,6270
2024-08-27T21:00:52.116643,95.93,6694,16700,6270
2024-08-27T22:00:52.116619,96.31,6655,16700,6270
2024-08-27T23:00:52.116317,96.39,6647,16700,6270
2024-08-28T00:00:12.148561,97.15,6567,16700,6270
2024-08-28T01:00:52.120564,97.73,6507,16700,6270
2024-08-28T02:00:52.116629,97.96,6483,16700,6270
2024-08-28T03:00:52.116689,97.92,6487,16700,6270
2024-08-28T04:00:52.212611,98.6,6416,16700,6270
2024-08-28T05:00:52.116659,98.72,6404,16700,6270
2024-08-28T06:00:52.116590,99.33,6340,16700,6270
2024-08-28T07:00:06.388601,99.7,6301,16700,6270
2024-08-28T08:00:52.116568,100.0,6253,16700,6270
2024-08-28T09:00:52.116605,99.5,6322,16700,6270
2024-08-28T10:00:52.116618,97.59,6521,16700,6270
2024-08-28T11:00:52.116604,95.6,6729,16700,6270
2024-08-28T12:00:52.116621,93.78,6919,16700,6270
2024-08-28T13:00:52.116608,91.29,7178,16700,6270
2024-08-28T14:00:52.116573,89.67,7347,16700,6270
2024-08-28T15:00:52.116620,90.81,7229,16700,6270
2024-08-28T16:00:52.116597,90.81,7229,16700,6270
2024-08-28T17:00:52.116582,91.71,7135,16700,6270
2024-08-28T18:00:52.116621,92.44,7058,16700,6270
2024-08-28T19:00:52.116582,92.8,7021,16700,6270
2024-08-28T20:00:52.116546,92.54,7048,16700,6270
2024-08-28T21:00:52.116622,93.17,6982,16700,6270
2024-08-28T22:00:52.208752,93.31,6968,16700,6270
2024-08-28T23:00:52.116643,94.21,6874,16700,6270
2024-08-29T00:00:11.605029,94.53,6840,16700,6270
2024-08-29T01:00:52.120635,95.19,6772,16700,6270
2024-08-29T02:00:52.116560,95.39,6751,16700,6270
2024-08-29T03:00:52.116642,96.13,6674,16700,6270
2024-08-29T04:00:52.116372,96.0,6687,16700,6270
2024-08-29T05:00:52.116639,96.86,6598,16700,6270
2024-08-29T06:00:52.116578,96.81,6603,16700,6270
2024-08-29T07:00:52.116943,97.47,6534,16700,6270
2024-08-29T08:00:52.116596,97.02,6581,16700,6270
2024-08-29T09:00:52.116829,96.16,6671,16700,6270
2024-08-29T10:00:52.123083,94.84,6808,16700,6270
2024-08-29T11:00:52.116630,94.85,6807,16700,6270
2024-08-29T12:00:52.116626,94.99,6793,16700,6270
2024-08-29T13:00:52.116607,93.52,6946,16700,6270
2024-08-29T14:00:52.116610,93.66,6931,16700,6270
2024-08-29T15:00:52.116636,94.82,6810,16700,6270
2024-08-29T16:00:52.116981,95.25,6765,16700,6270
2024-08-29T17:00:52.116951,95.88,6700,16700,6270
2024-08-29T18:00:52.116619,96.02,6685,16700,6270
2024-08-29T19:00:52.084571,100.0,6087,16700,6270
2024-08-29T20:00:52.116607,100.0,6055,16700,6270
2024-08-29T21:00:52.116563,100.0,5965,16700,6270
2024-08-29T22:00:52.116672,100.0,5765,16700,6270
2024-08-29T23:00:52.116645,100.0,5798,16700,6270
2024-08-30T00:00:06.388584,100.0,5786,16700,6270
2024-08-30T01:00:52.116706,100.0,5858,16700,6270
2024-08-30T02:00:52.084677,100.0,5837,16700,6270
2024-08-30T03:00:52.116776,100.0,5832,16700,6270
2024-08-30T04:00:52.116586,100.0,5807,16700,6270
2024-08-30T05:00:52.116570,100.0,5735,16700,6270
2024-08-30T06:00:52.084606,100.0,5734,16700,6270
2024-08-30T07:00:52.116599,100.0,5696,16700,6270
2024-08-30T08:00:52.084592,100.0,5684,16700,6270
2024-08-30T09:00:52.116670,100.0,5678,16700,6270
2024-08-30T10:00:52.124620,100.0,5791,16700,6270
2024-08-30T11:00:52.116636,100.0,5939,16700,6270
2024-08-30T12:00:52.116614,100.0,6027,16700,6270
2024-08-30T13:00:52.116722,100.0,6208,16700,6270
2024-08-30T14:00:52.116802,99.59,6313,16700,6270
2024-08-30T15:00:52.116604,99.22,6351,16700,6270
2024-08-30T16:00:52.116622,99.68,6303,16700,6270
2024-08-30T17:00:52.116605,100.0,6214,16700,6270
2024-08-30T18:00:52.116669,100.0,6096,16700,6270
2024-08-30T19:00:52.117383,100.0,6031,16700,6270
2024-08-30T20:00:52.116615,100.0,5950,16700,6270
2024-08-30T21:00:52.116683,100.0,5880,16700,6270
2024-08-30T22:00:52.116604,100.0,5823,16700,6270
2024-08-30T23:00:52.116613,100.0,5776,16700,6270
2024-08-31T00:00:10.676638,100.0,5732,16700,6270
2024-08-31T01:00:52.116603,100.0,5726,16700,6270
2024-08-31T02:00:52.116737,100.0,5659,16700,6270
2024-08-31T03:00:52.116584,100.0,5609,16700,6270
2024-08-31T04:00:52.116572,100.0,5587,16700,6270
2024-08-31T05:00:52.116663,100.0,5566,16700,6270
2024-08-31T06:00:52.116736,100.0,5526,16700,6270
2024-08-31T07:00:52.116494,100.0,5486,16700,6270
2024-08-31T08:00:52.120714,100.0,5459,16700,6270
2024-08-31T09:00:52.084620,100.0,5484,16700,6270
2024-08-31T10:00:52.124626,100.0,5601,16700,6270
2024-08-31T11:00:52.133395,100.0,5706,16700,6270
2024-08-31T12:00:52.116523,100.0,5840,16700,6270
2024-08-31T13:00:52.120595,100.0,6034,16700,6270
2024-08-31T14:00:52.116818,100.0,6085,16700,6270
2024-08-31T15:00:52.120760,100.0,6109,16700,6270
2024-08-31T16:00:52.116783,100.0,6149,16700,6270
2024-08-31T17:00:52.116784,100.0,6143,16700,6270
2024-08-31T18:00:52.084812,100.0,6089,16700,6270
2024-08-31T19:00:52.140755,100.0,6031,16700,6270
2024-08-31T20:00:52.117667,100.0,5974,16700,6270
2024-08-31T21:00:52.120856,100.0,5967,16700,6270
2024-08-31T22:00:52.116318,100.0,5887,16700,6270
2024-08-31T23:00:52.117437,100.0,5820,16700,6270
2024-09-01T00:00:11.348691,100.0,5783,16700,6270
2024-09-01T01:00:52.116534,100.0,5735,16700,6270
2024-09-01T02:00:52.120672,100.0,5640,16700,6270
2024-09-01T03:00:52.121037,100.0,5574,16700,6270
2024-09-01T04:00:52.117443,100.0,5575,16700,6270
2024-09-01T05:00:52.116405,100.0,5548,16700,6270
2024-09-01T06:00:52.116451,100.0,5529,16700,6270
2024-09-01T07:00:52.121040,100.0,5521,16700,6270
2024-09-01T08:00:52.118569,100.0,5503,16700,6270
2024-09-01T09:00:52.116329,100.0,5578,16700,6270
2024-09-01T10:00:52.116787,100.0,5728,16700,6270
2024-09-01T11:00:52.116949,100.0,5901,16700,6270
2024-09-01T12:00:52.120342,100.0,6088,16700,6270
2024-09-01T13:00:52.116696,99.25,6348,16700,6270
2024-09-01T14:00:52.120569,98.35,6442,16700,6270
2024-09-01T15:00:52.116674,97.42,6539,16700,6270
2024-09-01T16:00:52.120721,97.11,6571,16700,6270
2024-09-01T17:00:52.116481,96.82,6602,16700,6270
2024-09-01T18:00:52.120585,97.29,6553,16700,6270
2024-09-01T19:00:52.116482,97.73,6507,16700,6270
2024-09-01T20:00:52.116529,98.26,6451,16700,6270
2024-09-01T21:00:52.116447,98.93,6382,16700,6270
2024-09-01T22:00:52.116365,99.6,6312,16700,6270
2024-09-01T23:00:52.120344,100.0,6260,16700,6270
2024-09-02T00:00:11.956737,100.0,6206,16700,6270
2024-09-02T01:00:52.120752,100.0,6122,16700,6270
2024-09-02T02:00:52.120680,100.0,6084,16700,6270
2024-09-02T03:00:52.116532,100.0,6045,16700,6270
2024-09-02T04:00:52.116582,100.0,6032,16700,6270
2024-09-02T05:00:52.116769,100.0,5992,16700,6270
2024-09-02T06:00:52.116664,100.0,5987,16700,6270
2024-09-02T07:00:52.120623,100.0,5954,16700,6270
2024-09-02T08:00:52.116664,100.0,5936,16700,6270
2024-09-02T09:00:52.116618,100.0,6003,16700,6270
2024-09-02T10:00:52.116625,100.0,6161,16700,6270
2024-09-02T11:00:52.116570,99.92,6278,16700,6270
2024-09-02T12:00:52.116612,98.52,6424,16700,6270
2024-09-02T13:00:52.116594,96.78,6606,16700,6270
2024-09-02T14:00:52.116618,96.65,6619,16700,6270
2024-09-02T15:00:52.116657,96.59,6626,16700,6270
2024-09-02T16:00:52.116615,97.13,6569,16700,6270
2024-09-02T17:00:52.116605,97.83,6496,16700,6270
2024-09-02T18:00:52.116622,98.43,6434,16700,6270
2024-09-02T19:00:52.116652,99.41,6332,16700,6270
2024-09-02T20:00:52.116670,100.0,6189,16700,6270
2024-09-02T21:00:52.116573,100.0,6098,16700,6270
2024-09-02T22:00:52.116615,100.0,6089,16700,6270
2024-09-02T23:00:52.116343,100.0,6123,16700,6270
2024-09-03T00:00:11.540647,100.0,6103,16700,6270
2024-09-03T01:00:52.116638,100.0,6028,16700,6270
2024-09-03T02:00:52.116676,100.0,5966,16700,6270
2024-09-03T03:00:52.116684,100.0,5937,16700,6270
2024-09-03T04:00:52.116622,100.0,5895,16700,6270
2024-09-03T05:00:52.116619,100.0,5866,16700,6270
2024-09-03T06:00:52.116696,100.0,5860,16700,6270
2024-09-03T07:00:52.116672,100.0,5814,16700,6270
2024-09-03T08:00:52.116621,100.0,5825,16700,6270
2024-09-03T09:00:52.116625,100.0,5831,16700,6270
2024-09-03T10:00:52.116636,100.0,5879,16700,6270
2024-09-03T11:00:52.116641,100.0,5925,16700,6270
2024-09-03T12:00:52.116634,100.0,5913,16700,6270
2024-09-03T13:00:52.116738,100.0,5895,16700,6270
2024-09-03T14:00:52.124568,100.0,5939,16700,6270
2024-09-03T15:00:52.120631,100.0,5925,16700,6270
2024-09-03T16:00:52.120667,100.0,5964,16700,6270
2024-09-03T17:00:52.120602,100.0,5974,16700,6270
2024-09-03T18:00:52.116653,100.0,5894,16700,6270
2024-09-03T19:00:52.116580,100.0,5853,16700,6270
2024-09-03T20:00:52.116627,100.0,5773,16700,6270
2024-09-03T21:00:52.116598,100.0,5785,16700,6270
2024-09-03T22:00:52.116642,100.0,5706,16700,6270
2024-09-03T23:00:52.120637,100.0,5657,16700,6270
2024-09-04T00:00:11.224581,100.0,5604,16700,6270
2024-09-04T01:00:52.116581,100.0,5576,16700,6270
2024-09-04T02:00:52.116660,100.0,5564,16700,6270
2024-09-04T03:00:52.116636,100.0,5541,16700,6270
2024-09-04T04:00:52.116629,100.0,5528,16700,6270
2024-09-04T05:00:52.120658,100.0,5461,16700,6270
2024-09-04T06:00:52.120611,100.0,5436,16700,6270
2024-09-04T07:00:52.116641,100.0,5419,16700,6270
2024-09-04T08:00:52.120622,100.0,5414,16700,6270
2024-09-04T09:00:52.116632,100.0,5458,16700,6270
2024-09-04T10:00:52.116649,100.0,5503,16700,6270
2024-09-04T11:00:52.116644,100.0,5600,16700,6270
2024-09-04T12:00:52.116629,100.0,5650,16700,6270
2024-09-04T13:00:52.116622,100.0,5849,16700,6270
2024-09-04T14:00:52.116618,100.0,5957,16700,6270
2024-09-04T15:00:03.892606,100.0,5996,16700,6270
2024-09-04T16:00:52.116699,100.0,5886,16700,6270
2024-09-04T17:00:52.116582,100.0,5837,16700,6270
2024-09-04T18:00:52.116608,100.0,5784,16700,6270
2024-09-04T19:00:52.116633,100.0,5779,16700,6270
2024-09-04T20:00:52.116672,100.0,5716,16700,6270
2024-09-04T21:00:52.116666,100.0,5686,16700,6270
2024-09-04T22:00:52.116644,100.0,5672,16700,6270
2024-09-04T23:00:52.116635,100.0,5666,16700,6270
2024-09-05T00:00:11.124623,100.0,5636,16700,6270
2024-09-05T01:00:52.116666,100.0,5575,16700,6270
2024-09-05T02:00:52.116580,100.0,5584,16700,6270
2024-09-05T03:00:52.116664,100.0,5558,16700,6270
2024-09-05T04:00:52.116601,100.0,5546,16700,6270
2024-09-05T05:00:52.116609,100.0,5550,16700,6270
2024-09-05T06:00:52.116601,100.0,5525,16700,6270
2024-09-05T07:00:52.084829,100.0,5504,16700,6270
2024-09-05T08:00:52.116364,100.0,5486,16700,6270
2024-09-05T09:00:52.116739,100.0,5513,16700,6270
2024-09-05T10:00:52.116645,100.0,5548,16700,6270
2024-09-05T11:00:52.116597,100.0,5618,16700,6270
2024-09-05T12:00:52.116676,100.0,5705,16700,6270
2024-09-05T13:00:52.120617,100.0,5848,16700,6270
2024-09-05T14:00:52.116743,100.0,6097,16700,6270
2024-09-05T15:00:52.116588,100.0,6262,16700,6270
2024-09-05T16:00:52.116590,99.47,6325,16700,6270
2024-09-05T17:00:52.116616,99.21,6352,16700,6270
2024-09-05T18:00:52.116567,99.15,6359,16700,6270
2024-09-05T19:00:52.116587,99.42,6330,16700,6270
2024-09-05T20:00:52.116605,99.61,6311,16700,6270
2024-09-05T21:00:52.116638,99.91,6279,16700,6270
2024-09-05T22:00:52.120758,100.0,6218,16700,6270
2024-09-05T23:00:52.116607,100.0,6155,16700,6270
2024-09-06T00:00:09.716394,100.0,6137,16700,6270
2024-09-06T01:00:52.116677,100.0,6091,16700,6270
2024-09-06T02:00:52.116668,100.0,6044,16700,6270
2024-09-06T03:00:52.116594,100.0,5982,16700,6270
2024-09-06T04:00:52.116664,100.0,5952,16700,6270
2024-09-06T05:00:52.116619,100.0,5915,16700,6270
2024-09-06T06:00:52.116582,100.0,5820,16700,6270
2024-09-06T07:00:52.116688,100.0,5765,16700,6270
2024-09-06T08:00:52.116549,100.0,5757,16700,6270
2024-09-06T09:00:52.116649,100.0,5806,16700,6270
2024-09-06T10:00:52.116616,100.0,5923,16700,6270
2024-09-06T11:00:52.116654,100.0,6036,16700,6270
2024-09-06T12:00:52.116582,100.0,6051,16700,6270
2024-09-06T13:00:52.116600,100.0,5959,16700,6270
2024-09-06T14:00:52.116591,100.0,5952,16700,6270
2024-09-06T15:00:52.116615,100.0,5991,16700,6270
2024-09-06T16:00:52.116592,100.0,5949,16700,6270
2024-09-06T17:00:52.116671,100.0,5911,16700,6270
2024-09-06T18:00:52.116595,100.0,5856,16700,6270
2024-09-06T19:00:52.116633,100.0,5830,16700,6270
2024-09-06T20:00:52.116642,100.0,5790,16700,6270
2024-09-06T21:00:52.116591,100.0,5760,16700,6270
2024-09-06T22:00:52.116684,100.0,5718,16700,6270
2024-09-06T23:00:52.084604,100.0,5699,16700,6270
2024-09-07T00:00:09.724525,100.0,5666,16700,6270
2024-09-07T01:00:52.116585,100.0,5631,16700,6270
2024-09-07T02:00:52.084562,100.0,5602,16700,6270
2024-09-07T03:00:52.120620,100.0,5595,16700,6270
2024-09-07T04:00:52.116622,100.0,5563,16700,6270
2024-09-07T05:00:52.116577,100.0,5545,16700,6270
2024-09-07T06:00:52.084603,100.0,5534,16700,6270
2024-09-07T07:00:52.180627,100.0,5534,16700,6270
2024-09-07T08:00:52.084565,100.0,5538,16700,6270
2024-09-07T09:00:52.120582,100.0,5557,16700,6270
2024-09-07T10:00:52.116648,100.0,5611,16700,6270
2024-09-07T11:00:52.084788,100.0,5777,16700,6270
2024-09-07T12:00:52.116583,100.0,5963,16700,6270
2024-09-07T13:00:52.116981,98.96,6378,16700,6270
2024-09-07T14:00:52.118518,98.3,6447,16700,6270
2024-09-07T15:00:52.084580,98.01,6478,16700,6270
2024-09-07T16:00:52.116552,98.48,6429,16700,6270
2024-09-07T17:00:52.084565,98.91,6384,16700,6270
2024-09-07T18:00:52.084589,99.37,6336,16700,6270
2024-09-07T19:00:52.116611,99.78,6293,16700,6270
2024-09-07T20:00:52.116526,99.69,6302,16700,6270
2024-09-07T21:00:52.116576,100.0,6226,16700,6270
2024-09-07T22:00:52.116579,100.0,6184,16700,6270
2024-09-07T23:00:52.116620,100.0,6135,16700,6270
2024-09-08T00:00:08.948588,100.0,6117,16700,6270
2024-09-08T01:00:52.116628,100.0,5936,16700,6270
2024-09-08T02:00:52.116610,100.0,5868,16700,6270
2024-09-08T03:00:52.116622,100.0,5799,16700,6270
2024-09-08T04:00:52.116652,100.0,5758,16700,6270
2024-09-08T05:00:52.116774,100.0,5661,16700,6270
2024-09-08T06:00:52.120639,100.0,5615,16700,6270
2024-09-08T07:00:52.116626,100.0,5565,16700,6270
2024-09-08T08:00:52.116613,100.0,5493,16700,6270
2024-09-08T09:00:52.116607,100.0,5448,16700,6270
2024-09-08T10:00:52.084648,100.0,5512,16700,6270
2024-09-08T11:00:52.116998,100.0,5638,16700,6270
2024-09-08T12:00:52.116683,100.0,5640,16700,6270
2024-09-08T13:00:52.085151,100.0,5720,16700,6270
2024-09-08T14:00:52.118192,100.0,5823,16700,6270
2024-09-08T15:00:52.116417,100.0,5821,16700,6270
2024-09-08T16:00:52.124743,100.0,5820,16700,6270
2024-09-08T17:00:52.116342,100.0,5811,16700,6270
2024-09-08T18:00:52.117106,100.0,5777,16700,6270
2024-09-08T19:00:52.120912,100.0,5755,16700,6270
2024-09-08T20:00:52.116607,100.0,5707,16700,6270
2024-09-08T21:00:52.116419,100.0,5656,16700,6270
2024-09-08T22:00:52.117584,100.0,5650,16700,6270
2024-09-08T23:00:52.117625,100.0,5603,16700,6270
2024-09-09T00:00:09.589158,100.0,5526,16700,6270
2024-09-09T01:00:52.116412,100.0,5458,16700,6270
2024-09-09T02:00:52.140671,100.0,5449,16700,6270
2024-09-09T03:00:52.121292,100.0,5421,16700,6270
2024-09-09T04:00:52.120444,100.0,5401,16700,6270
2024-09-09T05:00:52.141961,100.0,5421,16700,6270
2024-09-09T06:00:52.116518,100.0,5405,16700,6270
2024-09-09T07:00:52.120709,100.0,5402,16700,6270
2024-09-09T08:00:52.125449,100.0,5423,16700,6270
2024-09-09T09:00:52.117188,100.0,5493,16700,6270
2024-09-09T10:00:52.117313,100.0,5546,16700,6270
2024-09-09T11:00:52.116729,100.0,5538,16700,6270
2024-09-09T12:00:52.116920,100.0,5596,16700,6270
2024-09-09T13:00:52.117319,100.0,5962,16700,6270
2024-09-09T14:00:52.116377,100.0,5870,16700,6270
2024-09-09T15:00:52.116589,100.0,5786,16700,6270
2024-09-09T16:00:52.116622,100.0,5748,16700,6270
2024-09-09T17:00:52.116793,100.0,5710,16700,6270
2024-09-09T18:00:52.120676,100.0,5583,16700,6270
2024-09-09T19:00:52.116593,100.0,5473,16700,6270
2024-09-09T20:00:52.116592,100.0,5407,16700,6270
2024-09-09T21:00:52.117387,100.0,5357,16700,6270
2024-09-09T22:00:52.116693,100.0,5320,16700,6270
2024-09-09T23:00:52.116567,100.0,5300,16700,6270
2024-09-10T00:00:10.004624,100.0,5264,16700,6270
2024-09-10T01:00:52.116652,100.0,5277,16700,6270
2024-09-10T02:00:52.116603,100.0,5280,16700,6270
2024-09-10T03:00:52.117122,100.0,5281,16700,6270
2024-09-10T04:00:52.116634,100.0,5282,16700,6270
2024-09-10T05:00:52.116574,100.0,5280,16700,6270
2024-09-10T06:00:52.116597,100.0,5200,16700,6270
2024-09-10T07:00:52.116597,100.0,5182,16700,6270
2024-09-10T08:00:52.116577,100.0,5132,16700,6270
2024-09-10T09:00:52.116569,100.0,5179,16700,6270
2024-09-10T10:00:52.116601,100.0,5234,16700,6270
2024-09-10T11:00:52.116597,100.0,5174,16700,6270
2024-09-10T12:00:52.120615,100.0,5186,16700,6270
2024-09-10T13:00:52.116642,100.0,5149,16700,6270
2024-09-10T14:00:52.116613,100.0,5123,16700,6270
2024-09-10T15:00:52.116610,100.0,5090,16700,6270
2024-09-10T16:00:52.116587,100.0,5159,16700,6270
2024-09-10T17:00:52.116563,100.0,5148,16700,6270
2024-09-10T18:00:52.116649,100.0,5155,16700,6270
2024-09-10T19:00:52.116631,100.0,5177,16700,6270
2024-09-10T20:00:52.116547,100.0,5198,16700,6270
2024-09-10T21:00:52.120671,100.0,5177,16700,6270
2024-09-10T22:00:52.116654,100.0,5185,16700,6270
2024-09-10T23:00:52.116549,100.0,5137,16700,6270
2024-09-11T00:00:09.588561,100.0,5108,16700,6270
2024-09-11T01:00:52.116616,100.0,4905,16700,6270
2024-09-11T02:00:52.116595,100.0,4873,16700,6270
2024-09-11T03:00:52.116581,100.0,4905,16700,6270
2024-09-11T04:00:52.116596,100.0,4849,16700,6270
2024-09-11T05:00:52.116593,100.0,4858,16700,6270
2024-09-11T06:00:52.116617,100.0,4882,16700,6270
2024-09-11T07:00:52.116620,100.0,4913,16700,6270
2024-09-11T08:00:52.120626,100.0,4936,16700,6270
2024-09-11T09:00:52.116588,100.0,4980,16700,6270
2024-09-11T10:00:52.116591,100.0,5023,16700,6270
2024-09-11T11:00:52.116574,100.0,4980,16700,6270
2024-09-11T12:00:52.116578,100.0,5102,16700,6270
2024-09-11T13:00:52.116683,100.0,5365,16700,6270
2024-09-11T14:00:52.116587,100.0,5337,16700,6270
2024-09-11T15:00:52.116726,100.0,5289,16700,6270
2024-09-11T16:00:52.116574,100.0,5148,16700,6270
2024-09-11T17:00:52.116680,100.0,5104,16700,6270
2024-09-11T18:00:52.116634,100.0,5046,16700,6270
2024-09-11T19:00:52.116567,100.0,4973,16700,6270
2024-09-11T20:00:52.116542,100.0,4968,16700,6270
2024-09-11T21:00:52.116607,100.0,4941,16700,6270
2024-09-11T22:00:52.116650,100.0,4837,16700,6270
2024-09-11T23:00:05.748811,100.0,4804,16700,6270
2024-09-12T00:00:09.108508,100.0,4794,16700,6270
2024-09-12T01:00:52.116663,100.0,4682,16700,6270
2024-09-12T02:00:52.116623,100.0,4651,16700,6270
2024-09-12T03:00:52.116615,100.0,4665,16700,6270
2024-09-12T04:00:52.116692,100.0,4702,16700,6270
2024-09-12T05:00:52.116604,100.0,4631,16700,6270
2024-09-12T06:00:52.116625,100.0,4602,16700,6270
2024-09-12T07:00:52.116666,100.0,4675,16700,6270
2024-09-12T08:00:52.116578,100.0,4661,16700,6270
2024-09-12T09:00:52.116640,100.0,4726,16700,6270
2024-09-12T10:00:52.116569,100.0,4898,16700,6270
2024-09-12T11:00:52.116617,100.0,5111,16700,6270
2024-09-12T12:00:52.120610,100.0,5276,16700,6270
2024-09-12T13:00:52.116560,100.0,5140,16700,6270
2024-09-12T14:00:52.116599,100.0,4981,16700,6270
2024-09-12T15:00:52.119643,100.0,5210,16700,6270
2024-09-12T16:00:52.116580,100.0,5295,16700,6270
2024-09-12T17:00:52.086536,100.0,5164,16700,6270
2024-09-12T18:00:52.116568,100.0,5133,16700,6270
2024-09-12T19:00:52.088349,100.0,5090,16700,6270
2024-09-12T20:00:52.116687,100.0,5008,16700,6270
2024-09-12T21:00:52.088347,100.0,4977,16700,6270
2024-09-12T22:00:52.116584,100.0,4943,16700,6270
2024-09-12T23:00:52.088350,100.0,4981,16700,6270
2024-09-13T00:00:08.980592,100.0,4958,16700,6270
