zip_file,image_file,num_items_detected,accuracy
2024-06-07-05.zip,2024-06-07-05-46.jpg,1,0.8465244770050049
2024-06-10-12.zip,2024-06-10-12-16.jpg,1,0.882247805595398
2024-07-12-02.zip,2024-07-12-02-53.jpg,1,0.8183029890060425
2024-07-01-14.zip,2024-07-01-14-50.jpg,1,0.8684940338134766
2024-06-28-04.zip,2024-06-28-04-27.jpg,1,0.8686946630477905
2024-06-04-22.zip,2024-06-04-22-42.jpg,4,0.8013841062784195
2024-07-19-04.zip,2024-07-19-04-20.jpg,2,0.8338001072406769
2024-06-12-06.zip,2024-06-12-06-50.jpg,1,0.8571971654891968
2024-07-13-03.zip,2024-07-13-03-29.jpg,1,0.8917204737663269
2024-06-15-05.zip,2024-06-15-05-00.jpg,1,0.8743699789047241
2024-07-13-03.zip,2024-07-13-03-54.jpg,1,0.9025368690490724
2024-07-01-14.zip,2024-07-01-14-58.jpg,1,0.8252190351486206
2024-07-19-06.zip,2024-07-19-06-03.jpg,3,0.9040918548901876
2024-07-11-22.zip,2024-07-11-22-22.jpg,1,0.8306856155395508
2024-06-08-06.zip,2024-06-08-06-54.jpg,1,0.8527001142501831
2024-06-08-03.zip,2024-06-08-03-16.jpg,1,0.8762935400009155
2024-06-22-15.zip,2024-06-22-15-41.jpg,1,0.8734452724456787
2024-07-13-10.zip,2024-07-13-10-37.jpg,1,0.8304492831230164
2024-06-12-15.zip,2024-06-12-15-26.jpg,2,0.8399330973625183
2024-06-15-00.zip,2024-06-15-00-09.jpg,1,0.8895180821418762
2024-06-06-20.zip,2024-06-06-20-12.jpg,1,0.8591099977493286
2024-07-19-08.zip,2024-07-19-08-59.jpg,2,0.8537355959415436
2024-06-10-06.zip,2024-06-10-06-36.jpg,1,0.8951267004013062
2024-06-05-05.zip,2024-06-05-05-01.jpg,2,0.8111600279808044
2024-06-13-03.zip,2024-06-13-03-42.jpg,1,0.883553147315979
2024-07-18-10.zip,2024-07-18-10-17.jpg,2,0.8388389945030212
2024-06-22-16.zip,2024-06-22-16-17.jpg,2,0.8076954483985901
2024-07-19-04.zip,2024-07-19-04-36.jpg,2,0.886693924665451
2024-06-03-20.zip,2024-06-03-20-40.jpg,1,0.8595930337905884
2024-07-20-07.zip,2024-07-20-07-19.jpg,1,0.844653308391571
2024-06-04-10.zip,2024-06-04-10-17.jpg,2,0.8573017716407776
2024-07-13-04.zip,2024-07-13-04-42.jpg,1,0.8896828293800354
2024-06-10-23.zip,2024-06-10-23-55.jpg,2,0.8515269756317139
2024-07-19-01.zip,2024-07-19-01-34.jpg,1,0.8523808717727661
2024-06-05-12.zip,2024-06-05-12-23.jpg,1,0.8322855234146118
2024-06-13-04.zip,2024-06-13-04-54.jpg,3,0.8309133847554525
2024-06-15-05.zip,2024-06-15-05-01.jpg,1,0.8301820755004883
2024-07-19-02.zip,2024-07-19-02-51.jpg,1,0.8812673091888428
2024-06-05-00.zip,2024-06-05-00-49.jpg,2,0.8619577288627625
2024-06-02-20.zip,2024-06-02-20-36.jpg,6,0.8529613316059113
2024-06-09-03.zip,2024-06-09-03-18.jpg,2,0.8673032522201538
2024-07-12-13.zip,2024-07-12-13-50.jpg,2,0.837153434753418
2024-06-08-08.zip,2024-06-08-08-03.jpg,1,0.866140604019165
2024-06-03-02.zip,2024-06-03-02-06.jpg,5,0.8133976578712463
2024-06-12-00.zip,2024-06-12-00-42.jpg,2,0.8530135154724121
2024-06-11-19.zip,2024-06-11-19-43.jpg,1,0.8092750906944275
2024-07-13-23.zip,2024-07-13-23-31.jpg,1,0.8716752529144287
2024-06-13-06.zip,2024-06-13-06-30.jpg,1,0.8920720815658569
2024-06-25-02.zip,2024-06-25-02-54.jpg,1,0.8081334829330444
2024-06-08-13.zip,2024-06-08-13-19.jpg,1,0.8361945152282715
2024-06-08-07.zip,2024-06-08-07-32.jpg,1,0.8701719045639038
2024-06-16-08.zip,2024-06-16-08-52.jpg,2,0.8348784148693085
2024-06-08-03.zip,2024-06-08-03-17.jpg,1,0.8602967262268066
2024-06-23-10.zip,2024-06-23-10-42.jpg,1,0.8012956380844116
2024-06-03-19.zip,2024-06-03-19-44.jpg,1,0.8382934331893921
2024-07-13-07.zip,2024-07-13-07-40.jpg,1,0.8767160177230835
2024-06-09-09.zip,2024-06-09-09-13.jpg,1,0.8828901052474976
2024-07-11-10.zip,2024-07-11-10-41.jpg,1,0.91461980342865
2024-06-14-05.zip,2024-06-14-05-40.jpg,1,0.889674186706543
2024-06-15-10.zip,2024-06-15-10-00.jpg,1,0.8663532137870789
2024-06-10-04.zip,2024-06-10-04-43.jpg,1,0.8839654922485352
2024-06-10-06.zip,2024-06-10-06-42.jpg,1,0.8766303658485413
2024-06-06-09.zip,2024-06-06-09-58.jpg,1,0.8677175045013428
2024-07-19-05.zip,2024-07-19-05-14.jpg,3,0.8265858093897501
2024-06-04-21.zip,2024-06-04-21-57.jpg,2,0.8015709519386292
2024-06-14-03.zip,2024-06-14-03-14.jpg,1,0.8699294328689575
2024-06-05-09.zip,2024-06-05-09-39.jpg,1,0.8051511645317078
2024-06-03-02.zip,2024-06-03-02-45.jpg,3,0.8408602277437845
2024-06-09-17.zip,2024-06-09-17-47.jpg,2,0.8201749920845032
2024-06-02-21.zip,2024-06-02-21-22.jpg,6,0.8284093936284384
2024-07-19-14.zip,2024-07-19-14-40.jpg,4,0.8220028430223465
2024-06-09-17.zip,2024-06-09-17-48.jpg,1,0.8105777502059937
2024-07-19-13.zip,2024-07-19-13-38.jpg,1,0.823144793510437
2024-06-11-23.zip,2024-06-11-23-14.jpg,3,0.8179009954134623
2024-07-19-14.zip,2024-07-19-14-20.jpg,2,0.8132156133651733
2024-06-09-15.zip,2024-06-09-15-24.jpg,1,0.8079606890678406
2024-06-09-06.zip,2024-06-09-06-20.jpg,1,0.858310341835022
2024-06-07-01.zip,2024-06-07-01-10.jpg,2,0.8120748698711395
2024-06-04-06.zip,2024-06-04-06-37.jpg,1,0.8456225395202637
2024-06-12-10.zip,2024-06-12-10-49.jpg,1,0.8459504246711731
2024-07-14-07.zip,2024-07-14-07-43.jpg,1,0.8453632593154907
2024-07-19-04.zip,2024-07-19-04-32.jpg,2,0.885548323392868
2024-06-09-11.zip,2024-06-09-11-59.jpg,1,0.8783524632453918
2024-06-10-15.zip,2024-06-10-15-07.jpg,1,0.9016027450561525
2024-06-10-12.zip,2024-06-10-12-02.jpg,2,0.8936421275138855
2024-07-20-01.zip,2024-07-20-01-54.jpg,2,0.8531224727630615
2024-06-07-19.zip,2024-06-07-19-02.jpg,1,0.8707637190818787
2024-06-10-17.zip,2024-06-10-17-39.jpg,1,0.8675234913825989
2024-06-04-09.zip,2024-06-04-09-11.jpg,3,0.8196713328361511
2024-06-04-13.zip,2024-06-04-13-39.jpg,2,0.8097081780433655
2024-06-15-09.zip,2024-06-15-09-43.jpg,1,0.9039454460144044
2024-07-18-23.zip,2024-07-18-23-09.jpg,1,0.8005967140197754
2024-06-06-08.zip,2024-06-06-08-59.jpg,1,0.8710100650787354
2024-06-10-13.zip,2024-06-10-13-33.jpg,1,0.9003366231918335
2024-06-25-05.zip,2024-06-25-05-36.jpg,1,0.8001683950424194
2024-06-12-00.zip,2024-06-12-00-11.jpg,1,0.8902363777160645
2024-06-10-14.zip,2024-06-10-14-11.jpg,1,0.8890186548233032
2024-06-22-15.zip,2024-06-22-15-25.jpg,2,0.8007730841636658
2024-07-13-01.zip,2024-07-13-01-05.jpg,1,0.8031035661697388
2024-06-08-20.zip,2024-06-08-20-40.jpg,1,0.8084439635276794
2024-06-04-04.zip,2024-06-04-04-14.jpg,1,0.834539532661438
2024-06-13-06.zip,2024-06-13-06-42.jpg,1,0.8952234983444214
2024-06-09-09.zip,2024-06-09-09-02.jpg,1,0.8793425559997559
2024-06-05-10.zip,2024-06-05-10-28.jpg,1,0.8026206493377686
2024-06-15-12.zip,2024-06-15-12-09.jpg,1,0.8684887290000916
2024-06-14-15.zip,2024-06-14-15-10.jpg,1,0.8564268350601196
2024-06-15-12.zip,2024-06-15-12-13.jpg,1,0.8799384236335754
2024-07-19-15.zip,2024-07-19-15-13.jpg,3,0.8900967041651408
2024-06-04-13.zip,2024-06-04-13-21.jpg,2,0.860298365354538
2024-06-18-21.zip,2024-06-18-21-16.jpg,1,0.8364009857177734
2024-06-07-09.zip,2024-06-07-09-35.jpg,1,0.90804922580719
2024-06-17-05.zip,2024-06-17-05-57.jpg,1,0.8617701530456543
2024-07-12-03.zip,2024-07-12-03-52.jpg,1,0.8927524089813232
2024-06-25-00.zip,2024-06-25-00-20.jpg,1,0.8131140470504761
2024-06-06-09.zip,2024-06-06-09-35.jpg,1,0.8043016195297241
2024-07-19-06.zip,2024-07-19-06-51.jpg,3,0.849154551823934
2024-06-25-05.zip,2024-06-25-05-07.jpg,1,0.8048908710479736
2024-06-10-22.zip,2024-06-10-22-56.jpg,1,0.8094133734703064
2024-07-14-00.zip,2024-07-14-00-52.jpg,2,0.8135080635547638
2024-06-11-05.zip,2024-06-11-05-25.jpg,2,0.8334598541259766
2024-06-05-12.zip,2024-06-05-12-38.jpg,1,0.8304240703582764
2024-06-08-06.zip,2024-06-08-06-34.jpg,1,0.8089059591293335
2024-06-27-11.zip,2024-06-27-11-15.jpg,1,0.8849502801895142
2024-07-15-13.zip,2024-07-15-13-19.jpg,1,0.8413428068161011
2024-06-10-13.zip,2024-06-10-13-29.jpg,1,0.8862380981445312
2024-06-15-12.zip,2024-06-15-12-26.jpg,1,0.8849382996559143
2024-07-11-20.zip,2024-07-11-20-44.jpg,1,0.8099402785301208
2024-06-10-16.zip,2024-06-10-16-00.jpg,4,0.8521447628736496
2024-06-08-08.zip,2024-06-08-08-07.jpg,1,0.8498960733413696
2024-07-19-02.zip,2024-07-19-02-21.jpg,2,0.8406394124031067
2024-06-17-05.zip,2024-06-17-05-49.jpg,1,0.8028523921966553
2024-06-05-09.zip,2024-06-05-09-49.jpg,1,0.8034447431564331
2024-07-02-21.zip,2024-07-02-21-47.jpg,1,0.8362003564834595
2024-06-02-20.zip,2024-06-02-20-40.jpg,5,0.8429407238960266
2024-07-01-13.zip,2024-07-01-13-57.jpg,1,0.8061662316322327
2024-06-15-11.zip,2024-06-15-11-32.jpg,1,0.8791000843048096
2024-06-15-11.zip,2024-06-15-11-39.jpg,1,0.8767150640487671
2024-06-09-13.zip,2024-06-09-13-43.jpg,2,0.8190140724182129
2024-06-03-00.zip,2024-06-03-00-37.jpg,4,0.8028863668441772
2024-06-12-21.zip,2024-06-12-21-20.jpg,1,0.8209049105644226
2024-06-04-02.zip,2024-06-04-02-39.jpg,1,0.8375491499900818
2024-06-06-23.zip,2024-06-06-23-57.jpg,3,0.8384308218955994
2024-06-13-04.zip,2024-06-13-04-22.jpg,1,0.8797786235809326
2024-06-10-10.zip,2024-06-10-10-49.jpg,2,0.8765701949596405
2024-07-09-22.zip,2024-07-09-22-12.jpg,1,0.8304334282875061
2024-06-07-07.zip,2024-06-07-07-49.jpg,1,0.8522249460220337
2024-06-15-21.zip,2024-06-15-21-02.jpg,1,0.8162299394607544
2024-07-13-03.zip,2024-07-13-03-42.jpg,1,0.8937199115753174
2024-06-07-04.zip,2024-06-07-04-22.jpg,1,0.8332555294036865
2024-06-08-08.zip,2024-06-08-08-02.jpg,1,0.8610917925834656
2024-06-03-20.zip,2024-06-03-20-51.jpg,2,0.8166755437850952
2024-07-19-10.zip,2024-07-19-10-32.jpg,1,0.8725507259368896
2024-06-12-11.zip,2024-06-12-11-31.jpg,1,0.8629164695739746
2024-07-13-03.zip,2024-07-13-03-55.jpg,1,0.9025927782058716
2024-06-09-11.zip,2024-06-09-11-25.jpg,1,0.8715381622314453
2024-06-10-07.zip,2024-06-10-07-30.jpg,3,0.8440577785174052
2024-06-03-21.zip,2024-06-03-21-21.jpg,2,0.8359584212303162
2024-06-10-09.zip,2024-06-10-09-21.jpg,1,0.8899025917053223
2024-07-20-06.zip,2024-07-20-06-26.jpg,1,0.8428839445114136
2024-06-05-14.zip,2024-06-05-14-11.jpg,1,0.8336844444274902
2024-06-05-22.zip,2024-06-05-22-41.jpg,1,0.8191033601760864
2024-07-18-08.zip,2024-07-18-08-26.jpg,1,0.8692944645881653
2024-06-18-21.zip,2024-06-18-21-05.jpg,1,0.8354042172431946
2024-06-04-10.zip,2024-06-04-10-03.jpg,1,0.8476255536079407
2024-06-10-11.zip,2024-06-10-11-38.jpg,2,0.8687836229801178
2024-06-09-10.zip,2024-06-09-10-59.jpg,1,0.8808512687683105
2024-07-20-09.zip,2024-07-20-09-09.jpg,1,0.8527594804763794
2024-06-15-03.zip,2024-06-15-03-43.jpg,1,0.8029195070266724
2024-06-12-06.zip,2024-06-12-06-38.jpg,2,0.8296546339988708
2024-07-19-11.zip,2024-07-19-11-44.jpg,1,0.8744643926620483
2024-06-13-03.zip,2024-06-13-03-56.jpg,1,0.8990796804428101
2024-06-06-11.zip,2024-06-06-11-41.jpg,1,0.831095814704895
2024-06-06-09.zip,2024-06-06-09-52.jpg,3,0.844498852888743
2024-07-18-23.zip,2024-07-18-23-47.jpg,1,0.8809316158294678
2024-07-19-11.zip,2024-07-19-11-30.jpg,1,0.871470034122467
2024-06-10-20.zip,2024-06-10-20-10.jpg,2,0.8096069991588593
2024-07-12-09.zip,2024-07-12-09-25.jpg,1,0.8219043016433716
2024-06-02-16.zip,2024-06-02-16-45.jpg,3,0.8258694410324097
2024-06-05-00.zip,2024-06-05-00-59.jpg,2,0.8625973463058472
2024-06-11-23.zip,2024-06-11-23-37.jpg,2,0.8540531992912292
2024-06-05-23.zip,2024-06-05-23-04.jpg,2,0.8018938601016998
2024-06-10-10.zip,2024-06-10-10-05.jpg,1,0.8865097761154175
2024-06-10-09.zip,2024-06-10-09-41.jpg,2,0.8931705057621002
2024-06-13-04.zip,2024-06-13-04-25.jpg,2,0.8281440138816833
2024-07-19-17.zip,2024-07-19-17-58.jpg,1,0.865795373916626
2024-06-16-02.zip,2024-06-16-02-48.jpg,1,0.8289008140563965
2024-07-19-08.zip,2024-07-19-08-44.jpg,2,0.8096268773078918
2024-06-05-09.zip,2024-06-05-09-41.jpg,1,0.8184798955917358
2024-06-12-22.zip,2024-06-12-22-13.jpg,1,0.8700448274612427
2024-06-10-13.zip,2024-06-10-13-24.jpg,1,0.8853918313980103
2024-06-04-01.zip,2024-06-04-01-56.jpg,2,0.8010724186897278
2024-06-08-22.zip,2024-06-08-22-23.jpg,1,0.8050752878189087
2024-06-23-13.zip,2024-06-23-13-54.jpg,1,0.8798137903213501
2024-06-28-17.zip,2024-06-28-17-57.jpg,1,0.8784945011138916
2024-06-03-19.zip,2024-06-03-19-42.jpg,1,0.8588770031929016
2024-06-05-05.zip,2024-06-05-05-07.jpg,2,0.8479735851287842
2024-06-25-05.zip,2024-06-25-05-15.jpg,1,0.809837818145752
2024-06-11-01.zip,2024-06-11-01-17.jpg,2,0.8064081072807312
