date,mean_gray_value,timezone
2024-06-07T20:01:00,41.99925740559896,AMS
2024-06-07T21:01:00,41.93372344970703,AMS
2024-06-07T22:01:00,41.74710337320963,AMS
2024-06-07T23:01:00,41.683850606282554,AMS
2024-06-08T00:01:00,32.222564697265625,AMS
2024-06-08T01:01:00,31.94278844197591,AMS
2024-06-08T02:01:00,31.959232330322266,AMS
2024-06-08T03:01:00,31.896634419759113,AMS
2024-06-08T04:01:00,31.97011439005534,AMS
2024-06-08T05:01:00,31.998817443847656,AMS
2024-06-08T06:01:00,32.00615692138672,AMS
2024-06-08T07:01:00,31.919354756673176,AMS
2024-06-08T08:01:00,31.836294809977215,AMS
2024-06-08T09:01:00,31.774603525797527,AMS
2024-06-08T10:01:00,31.653560638427734,AMS
2024-06-08T11:01:00,31.72144063313802,AMS
2024-06-08T12:01:00,31.547016143798828,AMS
2024-06-08T13:01:00,41.06993103027344,AMS
2024-06-08T14:01:00,41.10708491007487,AMS
2024-06-08T15:01:00,41.01472091674805,AMS
2024-06-08T16:01:00,40.870887756347656,AMS
2024-06-08T17:01:00,40.774922688802086,AMS
2024-06-08T18:01:00,40.653647104899086,AMS
2024-06-08T19:01:00,40.61703364054362,AMS
2024-06-08T20:01:00,40.51068878173828,AMS
2024-06-08T21:01:00,40.614793141682945,AMS
2024-06-08T22:01:00,40.551385243733726,AMS
2024-06-08T23:01:00,40.53629811604818,AMS
2024-06-09T00:01:00,40.487060546875,AMS
2024-06-09T01:01:00,40.47649637858073,AMS
2024-06-09T02:01:00,40.404099782307945,AMS
2024-06-09T03:01:00,40.38540776570638,AMS
2024-06-09T04:01:00,40.38304901123047,AMS
2024-06-09T05:01:00,40.388553619384766,AMS
2024-06-09T06:01:00,40.222235361735024,AMS
2024-06-09T07:01:00,40.122918446858726,AMS
2024-06-09T08:01:00,40.04924647013346,AMS
2024-06-09T09:01:00,40.09569549560547,AMS
2024-06-09T10:01:00,40.0855967203776,AMS
2024-06-09T11:01:00,40.184930165608726,AMS
2024-06-09T12:01:00,40.20901234944662,AMS
2024-06-09T13:01:00,30.58570607503255,AMS
